PMID,CitedBy
28363945,"['33832545', '33204747', '31312424', '30014680', '29305368']"
28363943,"['38785320', '38739791', '37954572', '37142436', '36840557', '34157109', '31464530', '31237868', '30729177', '30364987', '29557713', '28977557', '28396493']"
28363942,"['38803048', '38310463', '38174069', '37888853', '36702832', '36129940', '36061144', '36040642', '35884607', '35860568', '35383144', '35338170', '35279684', '35072515', '34610959', '34599146', '34431227', '34077419', '34075026', '33571243', '33557829', '33264103', '33237263', '33135363', '33116468', '32691951', '32483437', '32318709', '32283544', '32268558', '32226309', '32143396', '32104289', '31598398', '31397674', '31185486', '30943264', '30770779', '30717249', '30669684', '30546435', '30296012', '30262665', '29867130', '29748582', '29449692', '29206196', '28938696']"
28363946,"['39056044', '36138865', '35095736', '34057596', '33747578', '29433523']"
28363947,"['38566087', '37323533', '37116066', '36068648', '35047730', '33732479', '33116011', '31867681']"
28363948,"['37375741', '32889303', '32193892']"
28363949,['36277548']
28363951,"['38770298', '38290008', '37558192', '37480042', '36853809', '36483469', '36359914', '36319934', '35742850', '34660292', '34189282', '33027890', '33006369', '32259054', '32149342']"
28363955,"['39340004', '39273035', '38785517', '38421704', '37546348', '33958746', '32354174', '31791247', '31569411', '31139178', '31053627', '30185660']"
28363957,"['38650231', '38343938', '37070978', '36040174', '35531513', '32369969', '30123202']"
28363958,"['39534858', '39330842', '39057955', '38285209', '36967401', '36668875', '36361800', '36200769', '35055870', '35003162', '34209276', '34138865', '31796830', '31100873', '30655612', '29495466', '28693417']"
28363959,"['38890626', '38612279', '37561744', '36532358', '36340900', '35964105', '35097043', '33853987', '33171032', '32493291', '31520339']"
28363960,"['39203542', '34671337', '34556718', '32132980']"
28363961,"['38999563', '35414013', '34285074', '31824474', '31758395', '30837956', '30658976', '29602789', '29247057', '28623391']"
28363962,"['38920365', '38809302', '38615000', '38356583', '37810788', '37637860', '36916835', '36910211', '36838428', '36748707', '36496769', '36385260', '36301131', '35774257', '35760883', '35173698', '34867874', '34724731', '34142183', '33499964', '33123099', '32611694', '32321508', '31941905', '31831775', '31546947', '31417510', '31323873', '31208456', '31137680', '30706411', '30682196', '30637397', '30341338', '30087166', '30018864', '28818891']"
28363963,"['37850721', '36311477', '36160216', '35717394', '35297313', '34346754', '34170419', '33232441', '32064252', '31938040', '30320081', '30171750', '29771304', '29441126']"
28363965,"['38198031', '37444199', '35958100', '34336990', '33570667', '32784678', '32680869', '30987359', '28883810']"
28363964,"['39456384', '38022517', '34335506', '33957369', '32947883', '31600988', '31253679', '28814799']"
28363966,"['39264195', '38647799', '38239921', '36661185', '36427328', '32369957', '31826971', '31109990', '30857542']"
28363967,"['37061520', '34867929', '32883305', '32854287', '31312512', '30718562', '30501633']"
28363968,"['39344909', '38675862', '38543804', '37207001', '34754513', '34696305', '31906044', '30997155', '30901945', '29187537']"
28363969,"['38456147', '37767069', '37312147', '36714827', '35896837', '35308375', '34899619', '34531834', '33097513', '32849470', '32765444', '32557920', '32385294', '32267873', '32200741', '32007096', '31667010', '31572314', '31530884', '31227767', '30944883', '30737434', '30687779', '30349515', '29930542', '29661230', '29439990']"
28363970,"['37255594', '36707894', '35517512', '34897510', '34849771', '34590579', '33806269', '33621481', '33240894', '33151937', '32901612', '32754592', '32561720', '31974416', '31919193', '31300869', '31300663', '31138608', '31071312', '30591866', '30122445', '29764959', '28542174']"
28363971,"['39394612', '39005411', '38385209', '38277158', '37463171', '36806830', '36747622', '36399577', '36232907', '35042781', '34780277', '31877067', '30638962', '29935019', '28640881', '28416477']"
28363972,"['39271109', '37162187', '37043306', '36867663', '36520419', '35588693', '35549704', '35281509', '34779402', '34560388', '34449835', '34034216', '34033797', '33400921', '33086043', '32946560', '32917667', '32901019', '32878903', '32229579', '32148766', '31784092', '31387856', '31068057', '30799073', '30132756', '30006053', '29985789', '29727745', '29572440', '29374056', '29183938', '29176774', '28404642']"
28363977,"['39196635', '37279923', '36862736', '36173939', '35980572', '34867178', '34755599', '34473057', '33240047', '32286225', '31939737', '31119647', '31040111', '30890568', '30862621', '30655415', '30070205', '29980341', '29960596', '29673388', '29642019', '29628885', '29535151', '29440990', '29378809', '29259847', '28984842']"
28363978,"['39421145', '39164367', '39148622', '39134894', '38776257', '38493116', '37961442', '37514272', '37351274', '37312749', '36092402', '35567182', '35534655', '35451475', '35054836', '35003802', '34868106', '34539708', '33903802', '33746998', '33575668', '33313530', '32528513', '32524060', '32399510', '31974666', '31827576', '31818873', '31748577', '31452673', '31216660', '30956524', '30131329', '28824660']"
28363979,"['38995900', '38558974', '38155373', '37903257', '37773070', '37392026', '36710925', '35969184', '35353835', '34927454', '34750263', '33432098', '33064361', '32941943', '32790176', '32117413', '31663850', '31582721', '30589479', '30325965', '30054272', '29959960', '29180451', '29038242', '28613835']"
28363982,"['39464529', '39364348', '39200370', '39153043', '38906887', '38594619', '37701056', '37436601', '36768843', '36768596', '36751787', '36618829', '36421815', '36092814', '35805174', '35625943', '35328644', '35259016', '34979259', '34637165', '34312932', '34208383', '33882808', '33613615', '33540074', '33305319', '33106424', '32860338', '32741046', '32043204', '31963327', '31933765', '31757220', '31524180', '31053759', '30995509', '30680924', '29707120', '29459817', '29310663', '29190314']"
28363981,"['37873478', '37547774', '37137354', '37011784', '36765015', '36566434', '36334765', '35887190', '35430085', '35341791', '34995754', '34837077', '34573170', '34318655', '34112959', '34035471', '33870197', '32871155', '32705289', '32206720', '31988201', '31782155', '31403699', '30990816', '30886240', '30791967', '30621856', '29679288', '29056155', '28807676', '28734867']"
28363980,"['38862331', '37741839', '35087380', '34772693', '33173469', '31078724', '30783011', '30710014', '30483048', '28515322']"
28363983,"['38992696', '38754414', '38568977', '38195526', '36640316', '36579890', '36105666', '35999323', '35663195', '35354025', '34296100', '33570571', '33491202', '32794569', '30861128', '30733150', '30429473', '30051910', '29760174', '28699241']"
28363984,"['39544638', '39314285', '38862454', '38733990', '37772793', '36698262', '35965023', '35682667', '35263582', '33755181', '33588730', '33398832', '33347606', '32599561', '32594802', '32364079', '32038124', '31664868', '31631251', '31447429', '31435871', '31422643', '31221164', '30724347', '30560436', '30471111', '30361375', '30151830', '30126836', '30062713', '30054719', '29667182', '29479699', '29356918', '29321559', '29311801', '29274121', '29203815', '29118214', '29080216', '29032505', '28842507']"
28363985,"['39185441', '38372868', '37586884', '37572334', '37074920', '35741034', '35503419', '35316658', '33335203', '32433991', '31419141', '31391291', '31355949', '30109749']"
28363987,"['38174533', '37475717', '35721911', '35602337', '35449908', '35128232', '34746877', '34220513', '34105393', '33847913', '33767621', '33633700', '33391534', '33269106', '33062146', '32722286', '32540990', '32468441', '32269527', '32199783', '31987814', '31662771', '31235613', '31156378', '30826952', '29671210', '29270123', '29215305', '29056360']"
28363988,['31645408']
28363991,"['38202338', '36768648', '35498712', '33941701', '33787877', '33289792', '31484314', '29751549', '29240945']"
28363989,"['39164055', '38622510', '36660490', '35395837', '35378776', '35311571', '35140850', '34180847', '34002502', '33997057', '33520680', '33078218', '32747348', '31922679', '31110100', '30792179', '29966505']"
28363995,"['39529833', '39184861', '38707278', '38416376', '37860534', '37767514', '37701115', '37577308', '37515634', '37350862', '37111291', '36425568', '36384036', '36245625', '35867821', '35820397', '35425713', '35422503', '35330827', '35149586', '35117726', '35117654', '35053553', '34977873', '34959700', '34944068', '34843401', '34789563', '34752753', '34584864', '34561632', '34550757', '34526717', '34118178', '33807850', '33783657', '33718019', '33710795', '33575211', '33462501', '33435596', '32101380', '32034078', '31859066', '31849493', '31739412', '31588020', '31562956', '31292270', '31266248', '31043566', '30901844', '30872465', '30854234', '30685684', '30425522', '30379401', '30254057', '30104348', '30049203', '29978938', '29765525', '29530932', '29462254', '29420467', '29371993', '29298799', '29209536', '29140271', '29057232', '28979811']"
28363992,"['37749242', '36247538', '35605199', '34618047', '34445201', '34221708', '34157978', '33995430', '33367261', '32887805', '32198503', '32086696', '31719828', '31649123', '31543454', '31485773', '31161718', '31053903', '30958883', '30319665', '29957177', '29511998', '29497432', '29046420', '28663332']"
28364000,"['39312740', '39105848', '38983795', '38764816', '38750338', '38720342', '38494880', '38474232', '38420122', '38398094', '38280289', '38253702', '37759709', '37666053', '37638000', '37614504', '37395271', '37033972', '36978204', '36914206', '36871784', '36747021', '36739406', '36551788', '36456755', '36268178', '36234743', '36163047', '36110844', '36031601', '35937775', '35820346', '35625917', '35582437', '35487976', '35372020', '35292771', '35276342', '35264433', '35217574', '35165865', '35155237', '35154424', '35118422', '35050903', '35003065', '34717019', '34692696', '34685679', '34621678', '34512641', '34403220', '34301813', '34272133', '34248982', '34239083', '34209505', '34203451', '33967272', '33946532', '33882636', '33741967', '33692796', '33668795', '33602280', '33562495', '33406434', '33203700', '33072320', '32939035', '32937841', '32627031', '32554931', '32542046', '32509781', '32508809', '32467593', '32355162', '32296575', '32295135', '32230980', '32103293', '31953245', '31884388', '31848188', '31776925', '31700993', '31500143', '31474989', '31447834', '31431006', '31340983', '31334002', '31214178', '31123895', '31109321', '31069145', '30944253', '30905761', '30853982', '30587236', '30514791', '30504085', '30413826', '30393585', '30288354', '30062658', '30042205', '29942309', '29925431', '29900037', '29740200', '29399393', '29348500', '29123963', '29097421', '28931759', '28915554']"
28364002,"['37409618', '36158696', '35640139', '34881776', '34129015', '33809336', '33514395', '32711844', '32152446', '31950163', '31744223', '31006514', '30921324', '30545954', '30266410', '29579225', '29378629', '29036590']"
28364003,"['37389981', '37069394', '34433730', '34415404', '34222745', '32934889', '32135522', '31434711', '29671878']"
28364005,"['38784380', '38188204', '35626432', '33357444', '33069864', '31934827', '30627033', '28831723']"
28364004,"['38347652', '37183044', '36798684', '36769660', '36493862', '35900398', '35370568', '34853362', '34335439', '33580850', '32933956', '32771063', '32204357', '31468197', '31258460', '30510400', '30442028', '30239258', '29336360']"
28364006,"['38322167', '35288224', '34992128', '34621723', '33114383', '32623144', '31201526', '30572811', '29880479']"
28364007,"['38896976', '38628970', '38409244', '36376523', '36036378', '35064123', '34796024', '34025389', '33178113', '33101169', '32849237', '32765399', '31712681', '30785051', '30498877', '30408230', '30218110', '29111419']"
28364009,"['37404385', '36992857', '34806655', '34325739', '34141794', '33150099', '33083710', '31030283', '30131076', '29914899']"
28364010,"['37904037', '35980655', '35924129', '35738671', '35210272', '35177543', '34018845', '32811559', '32554418', '32467187', '32327436', '31780460', '30166429']"
28364011,"['38787038', '37458166', '36124288', '35926066', '34526920', '34290739', '33731800', '33320867', '32880775', '31836659', '31754425', '31595718', '30921103', '30171843', '30016248', '29606355', '29523447', '29307932', '29276699', '29267912', '29181810', '29085165', '28811170', '28572149']"
28364015,"['39560206', '39518006', '39469046', '39448591', '39424728', '39304713', '39179576', '39030879', '38965233', '38903945', '38893104', '38811639', '38724815', '38605943', '38605166', '38548384', '38546950', '38500681', '38444002', '38429350', '38414064', '38396173', '38374400', '38337100', '38227740', '38201154', '38167959', '38151641', '38135951', '38118423', '38067454', '38064014', '37898609', '37888725', '37880806', '37862420', '37834455', '37805613', '37751451', '37724007', '37704502', '37686015', '37474689', '37432591', '37380821', '37371063', '37324483', '37296998', '37280220', '37144836', '37138342', '37061575', '37046450', '36926187', '36913160', '36835157', '36821392', '36793223', '36788429', '36761421', '36721820', '36714261', '36685168', '36684069', '36651229', '36508413', '36451019', '36367183', '36360213', '36351019', '36320126', '36302863', '36267209', '36147524', '36077036', '36034227', '36012610', '35892697', '35889537', '35804822', '35744786', '35743016', '35740561', '35656694', '35602206', '35582620', '35495549', '35486732', '35472132', '35463361', '35455398', '35433715', '35424676', '35406779', '35326598', '35295533', '35220726', '35217791', '35197630', '35184156', '35163815', '35159006', '35150291', '35087225', '35073851', '34915921', '34885184', '34885181', '34841670', '34778255', '34680523', '34595478', '34534550', '34518628', '34468011', '34442423', '34440225', '34300316', '34299562', '34067729', '34045234', '33946730', '33856484', '33672398', '33650790', '33581505', '33407715', '33401634', '33368325', '33333810', '33208191', '33208016', '33114676', '32942772', '32878283', '32796101', '32607595', '32587095', '32512726', '32473310', '32466284', '32366029', '32298474', '32139432', '32124093', '32053991', '32010435', '31953453', '31877123', '31837318', '31801186', '31745126', '31617439', '31601046', '31552298', '31505885', '31406628', '31399497', '31367787', '31331249', '31102023', '31069016', '31028540', '30921351', '30718927', '30717235', '30572618', '30544808', '30355619', '29371919']"
28364014,"['39457667', '39361218', '39061241', '38931860', '38339378', '38224917', '38140100', '37827838', '37685670', '37627143', '37564085', '37477566', '37444529', '37370743', '37162606', '36768509', '36726355', '36619636', '36497209', '36456108', '36258057', '36239799', '36156455', '35852717', '35849554', '35846415', '35812177', '35455987', '35177425', '34772791', '34512801', '34503156', '34386508', '34093859', '34084750', '34070363', '34039648', '33882773', '33837069', '33753455', '33686456', '33646017', '33572757', '33558017', '33490949', '33339150', '33246638', '33158305', '33144436', '33102389', '32600282', '32255671', '32249345', '32215055', '31861942', '31849202', '31823152', '31802949', '31712765', '31598745', '31482239', '31418764', '31405099', '31364977', '31082669', '30669516', '30657953', '30612558', '30547207', '29967592', '29867053', '29848570', '29734647', '29556815', '29380085', '29283383', '28631036']"
28364016,"['37663293', '35689491', '33792900', '32872351', '32517777', '31945301', '31736773', '31637311', '30028200', '29380056', '29351471', '29101179', '28626080']"
28364018,"['39207227', '37634371', '34010124', '33451599', '32746120', '31318405', '30794433', '30632765', '30028200']"
28364017,"['39119705', '39095482', '38961825', '38957545', '38842513', '38787381', '38762134', '38511214', '38234298', '38050866', '37921667', '37861651', '37656132', '36800506', '36534586', '35844138', '35444564', '35330790', '35224065', '35187960', '34079934', '33851554', '33710925', '33468420', '33416453', '33296248', '33275522', '33258945', '33190558', '33048371', '32966122', '32753926', '32588247', '32569836', '32502373', '32313253', '32216617', '32096682', '31939995', '31823675', '31756526', '31746629', '31572206', '31373511', '31094762', '30875256', '30811928', '30794437', '30704976', '30687108', '30673363', '30673356', '30661474', '30628073', '30552755', '30206134', '30083091', '30028200', '29798799', '29522186', '29412776', '29381665', '29351459', '29311801', '29295850', '29212669', '28871339', '28747468', '28701539']"
28364021,"['39038210', '38695523', '37098760', '36542271', '36356940', '35947692', '35874510', '35853496', '35630282', '35527920', '35281305', '35138895', '34824485', '34370754', '34349941', '34235477', '33690933', '33576804', '33523959', '33383642', '32665651', '32621865', '32076649', '31852917', '31819227', '31332310', '30217820', '29928860', '29291373', '29017828']"
28364022,"['35524559', '35359990', '32683534', '28828387', '28533219']"
28364020,"['39314305', '38454968', '38310140', '38237481', '38167921', '38014128', '37715803', '37511331', '37339225', '36382921', '35930648', '35740956', '35257784', '34992286', '34888723', '34614173', '34520739', '34279217', '34252439', '33904398', '33771470', '33134706', '32997109', '32907955', '32214027', '32210422', '31586479', '31427067', '31273608', '31029377', '31020309', '30523256', '30368746', '30181039', '29986056', '29870697', '29634920', '29548245', '29495783', '29368512', '29307468']"
28364023,"['36690762', '34956138', '34871408', '34197611', '33172134', '32411384', '31558757', '31110048', '30503773', '30503210', '30459428', '30388409', '29995577']"
28364027,"['39391493', '38179004', '37881635', '37509548', '37273916', '37035335', '35994202', '35686541', '35535114', '35110954', '34039486', '33654222', '33414474', '32628812', '30953403', '30637824', '30065611']"
28364028,"['38189277', '38172371', '37727289', '35628877', '33328653', '31522353', '30068938', '29432771', '29181003']"
28364029,"['29652633', '29377157', '29313987']"
28364030,"['37571262', '36364898', '35057413', '34079172', '33802573', '33371359', '32872210', '31691539', '30838211', '30013377']"
28364031,"['39350604', '38337641', '36712258', '36429714', '36429412', '35893928', '34079473', '33982596', '32477840', '32444343', '31666893', '31454547', '29850932', '28420764']"
28364032,"['38610646', '38543148', '38398269', '36751486', '35069210', '34992532', '34880459', '34363606', '33968083', '33923115', '33760995', '33015603', '32938648', '32846935', '32150448', '32003836', '32003834', '31198226', '30997935', '30319631', '30206656', '29651290', '28524098']"
28364033,[]
28364036,"['38548857', '37217716', '35769292', '35409181', '34211490', '33557308', '32435259', '32240263', '31539379', '31210272', '31143197', '31049634', '30873183', '30524466', '30409135']"
28364037,"['35684203', '33847694', '33693599', '33126607', '32934019', '30512047', '30120367', '29097376']"
28364035,"['37780511', '36936422', '36678985', '36544493', '36437946', '36376794', '36061812', '35647293', '35646106', '35360413', '35144544', '34992620', '34777439', '33514027', '32754204', '32010164', '31998358', '31406137', '30761170', '30061549', '29297325']"
28364038,"['38206950', '33527432', '31621842', '31430885', '30355764', '30138483', '29247194']"
28364039,"['39304579', '39114469', '38337988', '37903124', '37309515', '36704173', '36499063', '36233125', '36204051', '36119586', '35755676', '35451683', '35186461', '34997038', '34691125', '34281524', '32655612', '32041544', '30991767', '30903013', '30871255', '30542359', '29896214', '29398946', '29123199']"
28364040,"['39358473', '38673770', '37600688', '37341148', '36125175', '35480869', '35237909', '34766135', '33986769', '32760724', '32711050', '32127037', '31435165', '31242023', '30501132', '30191603', '30095635']"
28364042,"['38518897', '36696182', '35084835', '34585988', '34465218', '34121445', '32702157', '32203104', '30870787', '30635401', '30367560', '30341785', '30315102', '29994898', '29703471', '29542339', '29541639', '28598864']"
28364041,"['39125698', '39090094', '38927454', '38840921', '38540141', '38334486', '37627231', '37612278', '37055381', '36873388', '36759557', '36725108', '36528750', '36497271', '36291660', '36139125', '36131342', '35682991', '35392964', '34729700', '34572756', '34572599', '34572346', '34223877', '34112916', '33997697', '33968166', '33747748', '33381120', '33352759', '33203936', '33008022', '32801345', '32782280', '32517158', '32429635', '31929564', '31873723', '31625825', '31548532', '31540324', '30655861', '29875102']"
28364043,"['38687785', '38352315', '37958963', '37923823', '37301199', '34816112', '33637616', '33064841', '30683973', '30573663', '30421030', '30377750', '29904099', '29774024', '28878121']"
28364045,"['38256470', '37665392', '37438640', '36755275', '36089591', '35899528', '35659266', '32393281', '30132183']"
28364091,"['39143132', '38822445', '38078592', '37876857', '37637197', '37567021', '37240509', '36606164', '36229087', '35719026', '35669933', '35594162', '35586274', '35259925', '35083170', '34823375', '34823370', '34757775', '34757768', '34423653', '34056916', '33813850', '33775127', '33707937', '33659936', '33292735', '33161773', '33141828', '32827468', '32787445', '32622346', '32078451', '31880340', '31840441', '31779925', '31645853', '31294030', '31256724', '31119563', '30684452', '30659372', '30355141', '29876843', '29712745']"
28364093,"['36815443', '35157076', '32749504', '32587503', '32057921', '29408646', '28831123']"
28364114,"['38191375', '37425110', '36212592', '36141243', '33852689', '31664605']"
28364115,['32582610']
28364116,"['37330585', '36903826', '36439793', '34567765', '33726207', '32133127', '30622704']"
28364118,"['35987745', '35350158', '32711031', '30765503', '30765369', '30765356', '30610140', '30401831', '29323120', '28652602']"
28364120,"['39404931', '37274713', '37237733', '37195171', '37124853', '36925471', '36466520', '35968840', '35185827', '33329469', '32280298', '31998281', '31357271']"
28364119,"['39008668', '36677734', '34776612', '33495448', '32350469', '31616838', '30443362']"
28364117,"['39335429', '39329624', '39322824', '39227732', '39212890', '39149315', '39039296', '38918593', '38827458', '38663991', '38242909', '38187668', '37803137', '37736668', '37730852', '37397886', '37369777', '37188221', '37018894', '36979239', '36895959', '36797176', '36605890', '36173388', '36056405', '35352125', '35325051', '35126062', '34746622', '34560268', '34504445', '33917719', '33802372', '33783922', '33688611', '33688609', '33508880', '33395990', '33130272', '32885118', '32857461', '32563173', '32503997', '32477194', '32444827', '32400932', '32126299', '32042825', '32032819', '31953148', '31815941', '31733343', '31708720', '31534117', '31467465', '31291606', '30793090', '30774589', '30641443', '30559531', '30545918', '30481361', '30221246', '30116208', '29813064', '29311874', '28735708', '28698107', '28646563']"
28364123,"['30972328', '28718807']"
28364122,"['39189891', '38523431', '35697757', '35029089', '34767694', '34174442', '33715275', '33627404', '33602923', '33537251', '33382413', '32357367', '32053108', '30353515', '30033149', '29925370']"
28364121,"['38987293', '38825029', '38589640', '38474356', '38250154', '37391006', '37385752', '36426895', '36172272', '35949508', '35840552', '35359592', '35185581', '34373467', '34359678', '34204945', '34028745', '33921974', '33692789', '33255630', '33141875', '32885587', '32587389', '32039344', '31906742', '31860744', '31844251', '31257073', '31246672', '31106969', '30951312', '30771308', '30482196', '30301666', '29632640', '29293092', '28975281', '28717200', '28534817', '28285914']"
28364124,"['36518320', '36082510', '35961696', '35157721', '33865328', '33665588', '33256232', '33133386', '32901857', '32231417', '32095079', '31746391', '31677071', '31660891', '30781550', '30705715', '30380697', '30274202', '29872158', '29021715']"
28364126,"['38620887', '38463310', '37801271', '37376306', '37362791', '37361103', '37242053', '37164241', '36308803', '36051856', '35519058', '35463806', '35397331', '34883737', '34869296', '34861117', '34822008', '34518763', '34375690', '34221822', '34055576', '33932543', '33842101', '33804394', '33716131', '33425995', '33425089', '33189824', '33033592', '32881384', '32836625', '32835089', '32825737', '32825367', '32077621', '31903144', '31118606', '30904587', '30568443', '30220997', '28934346']"
28364127,"['37063104', '36914578', '36818106', '35596956', '34536414', '34366938', '30869933']"
28364125,"['34977321', '32426296', '31049696', '29202858']"
28364132,"['39267511', '38918687', '34882278', '34249099', '34204582', '33594464', '33474686', '32799815', '31829256', '29101510']"
28364133,"['36684761', '36349237', '36264121', '35432435', '34618077']"
28364131,"['38066529', '35226145', '33635348', '29675427', '29480429']"
28364128,"['39281402', '38654931', '38561764', '37686318', '36224673', '34383099', '32597574', '30680358', '29653596', '29194736', '29186852', '28933035']"
28364129,"['36372810', '35494225', '34439831', '31850379', '31511582']"
28364130,"['38674744', '38426108', '38376561', '38180551', '37750710', '37475003', '37367549', '37194081', '37158858', '36825086', '36557627', '36439833', '35957625', '35685883', '35080447', '34795658', '34683446', '34204837', '34097120', '33975559', '33304335', '33025112', '32787773', '32107652', '31708889', '31482690', '30894554', '30778768', '30343437', '30262950', '30022306', '30006395', '29976843', '29238333']"
28364137,[]
28364136,"['38396936', '35614364', '34768492', '33584696', '30072598']"
28364139,"['38954390', '37680455', '33478060', '33322825', '32636453', '31902144', '31721540', '31475179', '31360172', '31241985', '30915123', '30311059', '30298386']"
28364141,"['39130516', '38736586', '38626083', '37024731', '36754833', '33676141', '32512953']"
28364140,"['35581286', '35337028', '33050303', '32927791', '31961032', '31776851']"
28364144,"['38321966', '37691640', '37122835', '36834879', '36568293', '36246362', '35908010', '35887309', '35573229', '34340598', '34095366', '32878055', '32775323', '32637750', '30567407', '29695077', '29310794']"
28364146,"['38333745', '36097499', '35774881', '34522738', '34505107', '33933075', '33038088', '32917463', '32847579', '32707010', '32613050', '32313789', '32181049', '31656874', '30805287', '30276091', '29791928', '29316590']"
28364148,"['39160307', '39134723', '38898957', '38834724', '38707222', '37770607', '37010634', '36612308', '36575220', '36465382', '36267085', '36085383', '35847432', '34740344', '34471954', '34414108', '34337695', '33626086', '33253340', '32793455', '32258533', '30697614', '30612151', '30267283']"
28364149,['36213839']
28364150,"['38586797', '35578061', '33885030', '32170562', '30535542']"
28364151,"['35116289', '34734301', '32769743', '30421118']"
28364152,"['37685616', '37476295', '36984637', '36936036', '35909531', '35070065', '34917327', '34331187', '33392999', '32112253', '31595224']"
28364153,"['39516323', '36158421', '35480080', '34812970', '30097967', '28926174']"
28364154,"['39536010', '39398946', '38912060', '37924495', '37603301', '37188016', '37173700', '36773170', '35602860', '35116289', '34250077', '32969252', '32968919', '32149055', '31909047', '30662527']"
28364155,"['37193891', '34009627', '33749767', '32930778', '30392164', '30374789', '30284029', '28730275']"
28364156,"['38858296', '38806598', '38676847', '37770775', '36484858', '35895579', '34912046', '34669891', '34319440', '34227019', '34030436', '33907969', '32085769', '32029498', '31863409', '31641983', '31512159', '30402281', '29780358', '29472758', '29455214']"
28364157,"['39325445', '39034960', '38748422', '38254749', '38201609', '38111703', '37842534', '37732116', '37324265', '37284221', '37232819', '37124759', '37007878', '36853388', '36644104', '36561508', '36327985', '36325460', '35928728', '35904639', '35483695', '35348975', '35330139', '35262861', '35126316', '34759888', '34692201', '34359693', '34322746', '33866558', '33609395', '33553239', '33139065', '32365790', '32197500', '31804401', '31662746', '31562910', '31455299', '31435721', '31337096', '31328107', '30769112', '30442424', '30084742', '29470698']"
28364160,"['38990363', '36922504', '35741001', '34681229', '34209857', '34154610', '33806538', '33106581', '32528888', '31254253', '30692993', '30160184', '29766399', '29630386', '28474282']"
28364159,"['37679807', '34360561', '34065134', '33348896', '32244552', '31380391', '31277312', '31168774', '31040863', '30772756', '30128941', '29463057']"
28364161,"['39308487', '39123421', '37752543', '37443614', '37116886', '35982818', '35964027', '35857102', '35362826', '34786187', '33494585', '32895781', '32556484', '31665093', '31354382', '31210689', '30167803', '29991851']"
28364165,"['38504848', '38127958', '37451826', '36849919', '36463276', '35127500', '35096626', '34956903', '34299272', '33220939', '31300048']"
28364168,"['38410801', '38273859', '36923867', '33580106', '30881011', '30005686']"
28364169,"['37558834', '33289612', '30213808']"
28364171,"['39034641', '38265863', '37924063', '37278838', '36287216', '36031642', '34319243', '33527189', '33449168', '33030591', '33006064', '31749752', '31403967', '31367955', '30367821', '29974213', '29868895', '29789115', '29671241', '28840374']"
28364172,"['35401210', '33770083']"
28364173,"['38097904', '32904172', '32025954']"
28364174,"['38918343', '38338152', '38123361', '38046950', '37744410', '34420381', '32244259', '31316363', '31062334', '30958818', '30886911', '30061809', '29755328', '29624619', '29615484', '29545587', '29423879', '29033780', '28701531', '28649290']"
28364175,"['37260800', '29651658']"
28364176,"['36319776', '35111825', '35071290', '34734498', '34655174', '34485036', '32200718']"
28364177,"['37215549', '36620161', '36239451', '35260607', '33417664', '32857368', '32158496', '32152831', '31819090', '30519877', '29079665', '28721466']"
28364178,"['38669496', '35124587', '29651658']"
28364180,"['38601447', '37724114', '36640300', '35187062', '29399198']"
28364183,"['38771477', '38641755', '38416366', '37904216', '36709458', '35779199', '35725609', '35710429', '35696002', '34908842', '34397387', '33952271', '33801100', '33308242', '32419059', '32282852', '31741897', '31286982', '30995930', '30971265', '29498001']"
28364185,"['37783917', '36242761', '36070135', '35750370', '33768479', '32241077', '31712728', '31707044', '31028543', '30590599', '29736774', '29482925', '29372062', '28867587']"
28364184,"['36105497', '34977055']"
28364187,"['39459027', '38360724', '38013468', '37249927', '37021049', '37020573', '36998478', '36676051', '36360044', '36157214', '35399100', '34755672', '34452068', '34094856', '34069165', '33967778', '33572126', '33260891', '32801641', '32765755', '32340224', '32295098', '31484919', '31006180', '29243030']"
28364190,"['36176635', '34966355', '34868706', '34835972', '34532000', '33598200', '32943896', '31185622', '30804786', '30699941', '29061705']"
28364193,"['32522205', '30671470']"
28364192,"['39337424', '38696262', '38373737', '38261620', '38034101', '37951845', '37795435', '37781030', '37731322', '37639603', '37349497', '37254514', '37086262', '36991117', '36786602', '36768448', '36518887', '36172281', '36050314', '36040515', '35788877', '35661420', '35164245', '35056904', '34888656', '34682229', '34680055', '34062765', '33852844', '33826699', '33506343', '33450377', '32951601', '32781532', '32487779', '32471288', '32070413', '31813251', '31370883', '31284549', '31160378', '30915654', '30604761', '30446507', '30096183', '29292255', '28587176']"
28364198,"['38887705', '37464290', '35832353', '35112928', '33918644', '31344900', '31190193', '30276710', '30140947', '29956103', '29766410', '29480361', '29276665', '29043476', '28975391', '28577060', '28567689', '28488052']"
28364197,"['37631350', '37240744', '31482518', '30936692']"
28364201,"['38491952', '34699561', '34135684', '33926023', '33571307', '31762596', '31752675', '30914968', '29700749']"
28364202,"['35403776', '33897633', '30245681']"
28364200,"['37082124', '32495527', '32349258', '31359380', '30445529']"
28364203,['28918458']
28364204,"['39458742', '36691654', '36141437', '35844371', '35083467', '35036718', '34497919', '33208871', '32967080', '31920998', '31188870', '31102030', '30488247', '30387055', '30291614', '29532375', '29322394', '28681292']"
28364205,"['38535912', '36296255', '29846897', '29611127']"
28364206,[]
28364207,"['35558903', '32363458']"
28364208,"['35596091', '34041653']"
