PMID,CitedBy
28364210,"['39294698', '38849686', '37504033', '36827602', '35954737', '35909797', '35682327', '35134277', '35000029', '33829400', '33783392', '31007271', '30478821', '30414043', '29961241', '29420655', '29025841']"
28364211,"['34749171', '33183253', '32435475', '32192505']"
28364209,"['29495319', '29332273']"
28364213,['36828334']
28364212,"['39471410', '39251512', '39001441', '38957559', '38878731', '38776011', '38499784', '38339321', '38322202', '38258997', '38155339', '37970348', '37384029', '37353772', '36902858', '36553957', '36505851', '36295582', '36292345', '35993526', '35431183', '35430799', '35402957', '35267612', '35264216', '35159083', '35070051', '34790404', '33747594', '33396821', '33322087', '33268945', '33200074', '33178731', '33128594', '32681074', '32664960', '32655930', '31484583', '31464101', '31182746', '30820266', '30756316', '30671669', '30542113', '30510936', '30465088', '30364774', '30116264', '29101722', '28744741']"
28364215,"['39529385', '39247918', '39178844', '38947070', '38275872', '37597113', '37388735', '36991516', '36481772', '36304336', '36052275', '35418123', '35264945', '35139887', '34638311', '34227937', '34140348', '34116608', '34022936', '33771849', '33547267', '32566744', '32276545', '32164769', '32067420', '31833194', '31805439', '31690030', '31628391', '31375641', '30562164', '30333003', '30241605', '30157950', '30078714', '28977446']"
28364214,"['38937703', '38716777', '38461117', '38261979', '37983031', '37924476', '37754517', '37601604', '37476895', '37268891', '36935617', '36762832', '36692668', '36628280', '36370084', '36126235', '35846244', '35731453', '35608563', '35468476', '35338613', '35205820', '35117966', '35117958', '34797467', '34762734', '34694496', '34510642', '34241741', '33647837', '33546731', '33484565', '32451313', '31612208', '31240413', '31201095', '31088449', '31045254', '31034595', '30992181', '30484012', '30281396', '30120157', '29934872', '29480866', '29273703', '29137333', '29029448', '28977873']"
28364218,"['39300553', '39150508', '39136764', '38509358', '38456907', '37890976', '37847298', '37648932', '37566120', '37505294', '37493709', '37335384', '36264331', '36214864', '35991672', '35670879', '35364743', '35101166', '34652486', '34535817', '34152435', '34003376', '33999267', '33863842', '33269410', '33258974', '32390592', '32103342', '32083088', '31908422', '31888706', '31468170', '31468168', '31468164', '31375960', '31286192', '31172266', '31165251', '30874931', '30714580', '30714579', '30306254', '30255411', '29713866', '29713864', '29654390', '28929232']"
28364222,"['38033789', '35407880', '34976340', '33669471', '33510726', '33015746', '32711342', '32235562', '32051963', '31214860', '30202680', '28820472']"
28364217,"['38357518', '38125643', '36884069', '35228916', '35096902', '34671607', '33044642', '31673416', '30338248']"
28364228,"['39204169', '34299485']"
28364227,"['37488466', '35424773', '34564176', '34415546', '32585891', '31248122', '29117128']"
28364223,[]
28364225,"['37602325', '35649321', '31671262']"
28364226,"['38772417', '38299033', '36040981', '33973299', '31062164']"
28364238,"['37896186', '37166011', '36221074', '33061370', '31632266', '29731743', '29052049']"
28364251,"['38991032', '35206575', '34948150', '34713377', '32123557', '30802415', '28743488']"
28364253,"['38199777', '37702736', '37035218', '33036179', '32424542', '29527188']"
28364254,"['38982180', '38712386', '38582818', '37745723', '37290044', '37079135', '36195673', '36032090', '35521897', '35316839', '34758977', '34747488', '33425974', '32939969', '31988942', '31754749', '30287597', '29259578']"
28364256,"['37631637', '31279331', '29212528']"
28364255,"['39533116', '39529801', '39333590', '39099820', '38804362', '38154105', '37732129', '37510317', '37047185', '37020588', '36016798', '35098434', '34897278', '34553078', '34451848', '34149991', '34145485', '33859992', '33574750', '33519447', '32869917', '32477065', '32038260', '31885563', '31695328', '31550975', '31474862', '30853453', '30536131', '30147653', '29850604', '29246323']"
28364257,[]
28364258,"['39081977', '39081604', '38694866', '38608668', '38511785', '38233921', '38191313', '38170079', '37858616', '37809336', '37796324', '37620850', '36648983', '35969426', '35604026', '35526033', '35410437', '35249437', '35177149', '34975562', '34784894', '34525960', '33794789', '33342279', '32799975', '32416731', '31806939', '31612463', '29949608', '29161539']"
28364259,"['39163517', '36835830', '36430605', '34140410', '33737193', '33114755', '30954729', '29476205']"
28364260,"['36827424', '35355091', '35228288', '32943858', '32705584', '32031676', '31069126', '30241509']"
28364261,"['39430942', '38582889', '37164640', '37047034', '35674874', '34943903', '33329293', '33255584', '32259074', '30524271']"
28364262,"['39109067', '38891385', '38817943', '38235201', '38023905', '37695766', '37410701', '35955409', '35451789', '35316351', '35150258', '34638922', '34630507', '33603556', '33343009', '32819970', '31803197', '31737033', '31109922', '29876589', '29725344']"
28364263,"['38882593', '38791797', '37170490', '36995740', '35522559', '35019074', '34132984', '33742737', '33674863', '32319965', '32093701', '32049065', '31350681', '31338733', '31319838', '30998225', '30652583']"
28364264,"['39441875', '39330553', '38730255', '35186485', '30523426', '30296285']"
28364265,"['39336754', '33238553']"
28364266,"['36777062', '36313839', '34958424', '34684212', '34427777', '33801532', '33718257', '33432436', '32095045', '32071813', '29450815', '29134541', '28893076']"
28364269,"['39483324', '36727044', '32270353', '31035608', '30387333', '30271706']"
28364267,"['35035823', '32788529', '31590333', '29748178']"
28364270,"['37711551', '36434383', '35117309', '33552401', '32472524', '31217630', '31165940', '30569947', '30406290', '30008890', '29497862', '29225726', '29170679']"
28364268,"['35211948', '33613258', '32102685', '31831080', '31129809', '30973902', '29546658']"
28364272,['38469484']
28364271,"['34957101', '34707369', '34037324', '33976731', '33072571', '31737311', '31285953', '30673691', '29156778']"
28364275,"['39097721', '38068471', '36766667', '36518159', '32807215', '30377767', '29719835', '28955488']"
28364276,"['39533273', '37525175', '36588100', '36209113', '35323125', '35087899', '34503507', '33296003', '32972444', '32938448', '30898118', '30716736']"
28364277,"['39518697', '39474258', '39259353', '39006457', '38992296', '38598006', '38580968', '38577180', '38512493', '37237284', '36950417', '36629958', '36441481', '36440346', '36324048', '36125544', '36051179', '35937850', '35937189', '35741793', '35670875', '35619845', '35281244', '34796147', '34261897', '34189111', '33824930', '33420174', '33391767', '33387117', '33245366', '32874556', '32641301', '32387825', '32355480', '30971256', '30370205', '29134395']"
28364278,"['39371092', '38835784', '37665374', '36884184', '35116035', '34938195', '33713197', '33391542', '32722415', '32674488', '32075292', '32039054', '31649663', '30958798', '30930893', '30402330', '30174602', '29780388', '29354135']"
28364280,"['38725862', '38523358', '38057885', '36293302', '35962436', '35767105', '35711943', '34796092', '34733962', '34476221', '34359333', '34257722', '34183354', '34062782', '33946718', '33732308', '33311452', '33240420', '33196683', '33015046', '33014522', '32428028', '32047181', '31882471', '31667786', '31006985', '30416686', '30370628', '29388067', '29169410', '29119049']"
28364282,"['36511133', '36186373', '36028546', '35217263', '35042948', '34355343', '33585167', '31195057']"
28364279,"['39338371', '39337422', '39310069', '39294294', '39170490', '39169383', '39165250', '38963489', '38948922', '38927036', '38790047', '38785946', '38770319', '38731572', '38540712', '38523680', '38440794', '38399736', '38358041', '38351985', '38281247', '38254707', '38193038', '38178883', '38111482', '37893054', '37880634', '37868811', '37770583', '37764345', '37759544', '37695471', '37686326', '37679976', '37391696', '37326902', '37193358', '37187829', '37171595', '36902434', '36831223', '36804650', '36727110', '36698198', '36614146', '36588526', '36555495', '36551194', '36514220', '36430617', '36365444', '36278189', '36253554', '36180414', '36040506', '36012341', '35764613', '35667792', '35663777', '35646918', '35457056', '35250589', '35140286', '35140203', '35056114', '35053150', '35047525', '34917594', '34861341', '34840586', '34726597', '34663597', '34601958', '34539837', '34440820', '34439832', '34428744', '34426748', '34353899', '34276687', '34245379', '34072930', '33985539', '33956879', '33888610', '33825665', '33819369', '33806052', '33805042', '33804078', '33800730', '33751333', '33747161', '33738577', '33681256', '33536636', '33529249', '33423091', '33420359', '33389815', '33379368', '33374841', '33165872', '33125586', '32903924', '32753836', '32655361', '32617100', '32484015', '32424431', '32228011', '32226391', '32153564', '32004565', '31998070', '31996074', '31947713', '31903884', '31765298', '31511601', '31488616', '31480263', '31275545', '31189399', '31111624', '30974795', '30588658', '30527377', '30280636', '29895975', '29734791', '29734380', '29713744', '29679953', '29497363', '29431216', '29423889', '29319609', '29249972']"
28364286,"['38752206', '38027198', '37798893', '37553970', '37015774', '37008942', '36969285', '33745030', '33414653', '31673530', '31041427', '30869844', '30693027']"
28364287,"['39212872', '37511697', '37275458', '36923079', '35846806', '34969794', '34352904', '31427858']"
28364292,"['38967810', '37914414', '37772305', '37672049', '37658155', '37635769', '37436446', '37334617', '36862190', '36414908', '36229860', '36211256', '35635363', '35326299', '35113508', '35005605', '34761055', '34201198', '34117268', '32761324', '32651333', '31970216', '31516532', '31473980', '31111272', '30623310', '30617907', '30006821', '29327219']"
28364295,"['30863687', '29326648']"
28364294,"['39334903', '39287469', '39284622', '38559020', '38481944', '38348112', '38164457', '37843769', '37762819', '37304388', '36846128', '36631678', '36092982', '35911843', '35399520', '35330153', '34698992', '34680913', '34232746', '34071515', '34037101', '33993654', '33810506', '33568173', '33459893', '33074106', '32733278', '32489946', '32294113', '32047472', '31832804', '31689415', '31678418', '31439721', '31211173', '30996334', '30373780', '30013503', '29236290']"
28364296,"['36691325', '35720063', '35211085', '32595594', '30972499', '30480036', '29686669']"
28364299,"['38275428', '34556991', '33685445', '33353165', '31595446']"
28364300,"['37487716', '34112146', '33983774', '30058983', '29933762']"
28364305,"['32288864', '29696105', '29368008']"
28364307,[]
28364303,"['39569376', '39564496', '39559702', '39553309', '39544947', '39459616', '39364026', '39356942', '39348916', '39252436', '39219272', '39186608', '39178201', '39086896', '39082758', '39074384', '39011119', '38978860', '38913144', '38870103', '38800015', '38792824', '38790966', '38767134', '38727937', '38699001', '38681790', '38662580', '38638960', '38603693', '38603667', '38589792', '38586373', '38585149', '38570197', '38538857', '38532997', '38515121', '38510775', '38485717', '38424050', '38420141', '38250143', '38247605', '38212363', '38196698', '38193090', '38188141', '38038826', '38034989', '38023572', '38001494', '37915050', '37908423', '37843731', '37835031', '37793837', '37759729', '37724518', '37720403', '37679993', '37671089', '37656396', '37649595', '37629303', '37626427', '37533812', '37479690', '37448288', '37434774', '37340147', '37287288', '37245039', '37147567', '37107043', '37077912', '37064878', '37043222', '37007048', '36994229', '36969878', '36949208', '36936296', '36879272', '36873534', '36856313', '36851366', '36835909', '36825344', '36789020', '36769666', '36741234', '36728812', '36715145', '36707841', '36694860', '36645039', '36637012', '36583822', '36551496', '36545669', '36544058', '36525363', '36466072', '36431196', '36420478', '36407534', '36358895', '36254331', '36213494', '36188562', '36187403', '36130530', '36105291', '36105281', '36060071', '35991122', '35978931', '35966839', '35956109', '35924237', '35874763', '35859295', '35838995', '35787461', '35753723', '35733865', '35726257', '35722824', '35722711', '35720627', '35717154', '35711566', '35674748', '35672542', '35672436', '35645693', '35624664', '35600605', '35586694', '35586503', '35583867', '35562803', '35547444', '35544897', '35535600', '35510365', '35491874', '35469550', '35411167', '35407639', '35386851', '35373713', '35350960', '35330172', '35308497', '35280402', '35233357', '35198649', '35163625', '35129398', '35055358', '35035614', '35023902', '35006437', '35004788', '34926535', '34912825', '34906098', '34876451', '34869467', '34826532', '34745104', '34733538', '34692772', '34671613', '34667283', '34662194', '34642418', '34616232', '34575863', '34553274', '34548815', '34539310', '34523035', '34504817', '34501245', '34471412', '34377256', '34335587', '34316720', '34310652', '34250012', '34249270', '34228649', '34226718', '34209001', '34203510', '34187277', '34135984', '34125420', '34106384', '34076840', '34072649', '34057014', '33983070', '33971853', '33959267', '33937146', '33918938', '33855645', '33843271', '33784950', '33752856', '33740157', '33732235', '33723330', '33722885', '33680108', '33679428', '33634152', '33520317', '33494815', '33494795', '33494641', '33481135', '33476020', '33470358', '33343741', '33336297', '33335794', '33335586', '33328388', '33308326', '33244245', '33236393', '33204323', '33197894', '33134112', '33046323', '33033945', '33025626', '33022712', '33017186', '32993185', '32950976', '32892306', '32882263', '32715759', '32670778', '32612844', '32575833', '32566600', '32547394', '32539302', '32521638', '32514599', '32481551', '32395532', '32389106', '32356189', '32290032', '32257978', '32175320', '32158395', '32095847', '32042758', '31977869', '31884071', '31866778', '31779591', '31764625', '31656760', '31635438', '31584458', '31567378', '31564926', '31507417', '31451861', '31443997', '31439601', '31297546', '31223614', '31166993', '31157675', '31109983', '31109283', '30968023', '30740451', '30579331', '30535929', '30274164', '30201614', '30194465', '30108263', '30099963', '30043276', '30027346', '29978383', '29951513', '29854781', '29682165', '29636853', '29594317', '29500723', '29449936', '29445877', '29318479', '29273917', '29196792', '29192366', '28657585', '28600756']"
